game,review,voted_up,playtime_forever
GTA5,good,True,8143
GTA5,fd cgood,True,3363
GTA5,goooood,True,2054
GTA5,i like it very much,True,26527
GTA5,fun,True,292
GTA5,fun,True,90064
GTA5,its ight,True,24163
GTA5,10/10,True,116386
GTA5,nice,True,4726
GTA5,fun,True,769
GTA5,is good  7,True,57297
GTA5,tuff game,True,15417
GTA5,fun,True,6289
GTA5,very fun,True,984
GTA5,Good,True,11811
GTA5,very fun,True,275
GTA5,this is very good,True,8381
GTA5,nice,True,2212
GTA5,grate,True,1513
GTA5,A classic.,True,480
GTA5,BEST STEAM GAME EVER,True,10456
GTA5,FiveM is the best!!!!,True,212
GTA5,mod yes good,True,4136
GTA5,nice,True,14157
GTA5,ashtons favorite word BOI,True,2243
GTA5,i like it But can't wait for GTA 6,True,5245
GTA5,Fun,True,12584
GTA5,good job,True,29065
GTA5,gta online is goated💎,True,24209
GTA5,Nice,True,3448
GTA5,i mean its gta,True,1396
GTA5,still waiting for gta vi,True,7029
GTA5,Made me love 2 violent men in their middle-age crisis,True,3767
GTA5,THE GOAT W ROCKSTAR,True,4085
GTA5,nice,True,1826
GTA5,great,True,25530
GTA5,got beach head by a hooker,True,6815
GTA5,fun,True,2553
GTA5,VERY FUN GAME,True,2567
GTA5,so spicy,False,297
GTA5,im tired of waiting for GTA 6,True,12870
GTA5,gud,True,1456
GTA5,Hahaha. Nice. Yippie.,True,7496
GTA5,refreshing,True,3840
GTA5,GO TO THE HIGHHEEL,True,3742
GTA5,having fun,True,5019
GTA5,you can shoot up the opps 🥷,True,314
GTA5,timeless,True,23324
GTA5,online mode sucks,True,24347
GTA5,strip club titty,True,3920
GTA5,nice,True,463
GTA5,nice,True,2751
GTA5,fun,True,12172
GTA5,i like shooting and robing pepel,True,3181
GTA5,great,True,15550
GTA5,so good,True,848
GTA5,nice,True,14782
GTA5,nice,True,17883
GTA5,nice,True,1006
GTA5,I LOVED TO PLAY THIS GAME,True,2917
GTA5,roleplay,True,611
GTA5,not worith it,False,5374
GTA5,مية مية واجد كويز,True,609
GTA5,nice,True,3236
GTA5,nice,True,3430
GTA5,nice,True,4761
GTA5,"This game has a lot of positive reviews so i feel legally obligated to leave a negative one for different reasons:

I am a person who played Vice City, San Andreas and IV (all in original versions), but i still LOVE story mode of V, as amazing as the others but most of my hours are in Online and will be. I also like how many different ways to make money and grow in Online. 

But im here to leave a negative review for 2 reasons here:

[h2] 1. Online Shark Cards [/h2] So, for many of the people that are new or havent checked the Shark Cards for a very long time, the shark cards have not changed since THE GAME'S RELEASE. This means in 2013 you could buy every expensive property in the game, the most expensive being Adder supercar which was $1M, with a GTA$10M shark card (costs 100 dollars irl) but due to crazy inflation in the game now you can barely buy a few things at Warstock and Foreclosures and dont even have enough money left to buy a good vehicle.

[h2] 2. The Beef With The PC [/h2] As everyone is aware, R* generally doesnt like PC and its community, especially still going on with GTA VI launch. First off, THE LAUNCHER IS SOMETHING NO ONE WANTED AND NEEDED AT ALL. Really who would want your playtime being tracked with rockstarlauncher.exe or whatever its name is and launch first instead of the game itself. Second, they removed [b] text chat [/b] with the enhanced edition, showing how little they have actually done with the console to pc port. Even their fricking support page shows that way.

[hr][/hr]

TL;DR, Rockstar is awesome, top tier as a game developer but really isnt even remotely good at handling things like shark cards or PC platform.",False,12474
GTA5,♥♥♥♥♥♥♥ PLAY IT WITH MODS,True,2930
GTA5,no rules,True,1224
GTA5,good,True,1052
GTA5,Great Game!,True,5982
GTA5,I rob peoples,True,448
GTA5,10/10,True,18350
GTA5,10/10,True,2806
GTA5,BEST GAME EVER,True,2775
GTA5,its js peak,True,1769
GTA5,cool,True,14403
GTA5,good story,True,274
GTA5,"I LOVE T
HIS GAME",True,701
GTA5,a bit laggy,True,10591
GTA5,VERY GUD GAME,True,6399
GTA5,Good,True,16955
GTA5,IT WAS FUN AND FUNNY,True,206
GTA5,positve ++++,True,219
GTA5,amazing,True,1061
GTA5,I wear my online hours like a badge of shame,True,91313
GTA5,great asf,True,334
GTA5,ممتاز لو تدخلون,True,293
GTA5,Good,True,2772
GTA5,nice,True,5651
GTA5,I mean who doesn't like gta?,True,5
GTA5,Good Game,True,5514
GTA5,норм iгра,True,64052
GTA5,nice,True,1572
GTA5,gooddddddddddddd,True,22225
GTA5,How the NPC would turn into yo when your driving,True,687
GTA5,the goat,True,13335
GTA5,Good,True,330
GTA5,killed b.l.a.c.k people,True,1338
GTA5,My account is linked to someone else's email and I just can't play :(,False,845
GTA5,Good,True,3271
GTA5,♥♥♥♥♥♥♥ you rockstar.,False,25292
GTA5,mostly enjoyable,True,3414
GTA5,ggggoioooooddddddd,True,7470
GTA5,nice,True,8407
GTA5,epic,True,691
GTA5,NICE GAME,True,423
GTA5,good,True,2135
GTA5,good,True,10765
GTA5,gud,True,2095
GTA5,Top 3 all time,True,708
GTA5,eloooo,True,75
GTA5,yea too good,True,8811
GTA5,Fivem. thats all i got to say,True,6646
GTA5,Great.,True,4665
GTA5,good,True,3330
GTA5,good as hell,True,1448
GTA5,Never bored.,True,1136
GTA5,pretty cool,True,5110
GTA5,goated,True,2889
GTA5,I DON'T LIKE THIS CAR,True,748
GTA5,WE NEED GTA IV NOW,True,41335
GTA5,gud,True,11148
GTA5,nehuj skazati daze,True,83890
GTA5,GOD OF ALL GAMES,True,47228
GTA5,played fivem,True,659
GTA5,ow ♥♥♥♥ here we go again,True,9085
GTA5,SUPER NICE STORY,True,7703
GTA5,good bruh,True,10801
GTA5,to much modders now LMAO,False,9098
GTA5,I LIKE THIS GAMEEE,True,8064
GTA5,fully recommended,True,33232
GTA5,good,True,2089
GTA5,hit a hooker with a taco truck,True,1578
GTA5,Classic,True,274
GTA5,i like it,True,832
GTA5,goated asf,True,723
GTA5,i like it,True,818
GTA5,Enjoyable Game,True,7205
GTA5,what do I have to say,True,8377
GTA5,I LOVE THIS GAME,True,3803
GTA5,great,True,754
GTA5,keren dah pokoknya mah yak,True,4933
GTA5,v nice,True,4367
GTA5,"awesome
fix the mods thing mehn",True,1805
GTA5,awesome,True,1299
GTA5,pretty good yeah,True,1888
GTA5,BEST GAME EVER,True,21709
GTA5,WHEN IS GTA VI COMING????!!!!!!!,True,36751
GTA5,gamel,True,24161
GTA5,Good,True,2862
GTA5,Good,True,5874
GTA5,idk man there's things to do you know,True,151453
GTA5,ITS SUPER KEWL,True,2462
GTA5,bombastic,True,39318
GTA5,tmd in gtaV,True,2523
GTA5,ล,True,237
GTA5,bellend,True,5493
GTA5,ažbe,True,2706
GTA5,goosd,True,6877
GTA5,IM FORCED BY ROCLSTERFCOOMENR,True,1833
GTA5,i like it,True,6431
GTA5,luhbymyhungv,True,668
GTA5,niceeeeee,True,7940
GTA5,nice gaem,True,3570
GTA5,♥♥♥♥♥♥♥ ♥♥♥♥♥,True,20479
GTA5,we got gta 5 before gta 6,False,1357
GTA5,Good,True,8255
GTA5,BEST GAME,True,7999
GTA5,fuutog na spavanje,True,403
GTA5,VERY ENTERTAINING .,True,216
GTA5,best,True,6518
GTA5,love ts bruh,True,6862
GTA5,IM VARY HAPPY,True,3796
GTA5,I love LSPDFR!!!!,True,6575
GTA5,i love gta v,True,109776
GTA5,Cool!,True,69114
GTA5,great,True,8067
GTA5,sUKa Blyat,False,127858
GTA5,GAME FIRE ROCKSTAR,True,7403
GTA5,cool shoe store,True,3979
GTA5,THIS GAME,True,14066
GTA5,amazing,True,6340
GTA5,bue bom,True,2963
GTA5,no jiggle physics,True,6627
GTA5,everything,True,934
GTA5,rockstar,True,1086
GTA5,absolute cinema,True,476
GTA5,ts still peak ngl,True,2109
GTA5,Too much hustle,False,8641
GTA5,GREAT GAME,True,6464
GTA5,eemaziiing,True,642
GTA5,good shiiiiiiiii brah,True,7489
GTA5,GTA,True,30820
GTA5,best,True,299
GTA5,JUst AWESOME,True,1652
GTA5,"girls in shoe store, me likey",True,10077
GTA5,Beeeeeeeeeeest,True,3146
GTA5,ok play gta rp,True,2776
GTA5,goon,True,5905
GTA5,amazing,True,4211
GTA5,idk liol bos,True,5340
GTA5,gudy,True,41023
GTA5,nicw GAmE,True,2618
GTA5,пойдет норм ок,True,28762
GTA5,best,True,20477
GTA5,on sm chill ♥♥♥♥,True,3180
GTA5,gud,True,5144
GTA5,amazing.,True,2011
GTA5,bad game,False,894
GTA5,on  top,True,1114
GTA5,my favourite,True,2521
GTA5,din  bhar khelo bc,True,3000
GTA5,nice game,True,7485
GTA5,RELEASE GTA 6,True,1448
GTA5,goop,True,6390
GTA5,nice,True,466
GTA5,YES ASDASD,True,333
GTA5,When is GTA 6?,True,4738
GTA5,oo,True,2564
GTA5,yes bro ski,True,593
GTA5,VERY GOOD,True,18148
GTA5,everything,True,1372
GTA5,goos,True,60261
GTA5,ooo,True,24140
GTA5,NICE GAME,True,7583
GTA5,peak after you finish story mode,True,5306
GTA5,best,True,18338
GTA5,"1 word:_
MIND BLOWING",True,4062
GTA5,I LOVE THIS,True,21313
GTA5,gud 1,True,1050
GTA5,this is gta v like come on,True,9544
GTA5,perfect,True,326
GTA5,زلاطمسلململططمبلمط,True,11659
GTA5,barzelounah,True,5118
GTA5,Coo,True,13372
GTA5,the best,True,1916
GTA5,i like this product,True,15655
GTA5,I need GTA 6,True,3724
GTA5,ok,True,3090
GTA5,i like to hit people in my car,True,11657
GTA5,shi was lowk fire,True,2170
GTA5,38 hours of high-heel building,True,6372
GTA5,help me,True,1625
GTA5,"rst
[kijypkjopinl;bdk o[k [ljyo[nlo[mg",True,1634
GTA5,exelent,True,33230
GTA5,great,True,1879
GTA5,thats insane,True,3933
GTA5,Ay if you do not play you gay,True,1251
GTA5,i love u,True,5899
GTA5,likeeee,True,1833
GTA5,the best,True,579
GTA5,great play,True,60583
GTA5,gta 6 incmong,False,6305
GTA5,BUY NOW,True,8969
GTA5,"everyone knows""""""""",True,550
GTA5,I kill people,True,6218
GTA5,чилловая,True,1074
GTA5,♥♥♥♥♥♥,True,10172
GTA5,is great,True,8585
GTA5,I don't know,True,681
GTA5,done done,True,7265
GTA5,GAY GAME,True,1476
GTA5,EEEE YES?,True,2015
GTA5,so tuff fivem,True,314
GTA5,yes sir,True,21992
GTA5,BEAUTIFUL GAME!,True,1723
GTA5,i busted,True,1365
GTA5,amazing,True,13883
GTA5,i love petra,True,1535
GTA5,i can rob a bank now,True,16758
GTA5,i mean not bad,True,841
GTA5,nice,True,8360
GTA5,is the beast,True,16303
GTA5,Oo look money,True,7791
GTA5,FANTASTIC GAME TOTALLY RECOMMEND,True,3151
GTA5,fantaSTIC,True,6902
GTA5,gta is gta,True,4640
GTA5,Hot,True,1877
GTA5,W SPEED,True,3093
GTA5,very nyce,True,38181
GTA5,pink diamon,True,3138
GTA5,гуд гейм,True,4020
GTA5,gud,True,9451
GTA5,♥♥♥♥♥ полная,True,528
GTA5,i love,True,45837
GTA5,سبللبلل,True,6753
GTA5,Love i,True,6204
GTA5,solid,True,2215
GTA5,8 hours in 1 day bhrooo,True,1175
GTA5,love,True,1969
GTA5,im feel very feel,True,4839
GTA5,perfect,True,2328
GTA5,best,True,455
GTA5,goof,True,1201
GTA5,increible,True,41713
GTA5,seruu,True,3741
GTA5,download rampage,True,2099
GTA5,SO GOOD,True,2015
GTA5,Crime,True,8605
GTA5,besttt,True,21750
GTA5,wallah gøy,True,10356
GTA5,gg,True,55470
GTA5,ok,True,27672
GTA5,GOKIL,True,16464
GTA5,♥♥♥♥♥♥♥♥,True,5596
GTA5,love,True,1591
GTA5,gta v,True,29664
GTA5,steal,True,35228
GTA5,i love,True,1733
GTA5,i love,True,2069
GTA5,GOOD,True,6530
GTA5,NOICEEE,True,1114
GTA5,i likw this alot,True,7131
GTA5,ggg,True,5077
GTA5,best,True,1390
GTA5,عمنزت,True,16024
GTA5,ilike,True,738
GTA5,iTS PEAK,True,401
GTA5,ok,True,1132
GTA5,PEAK,True,996
GTA5,GOOD,True,1507
GTA5,gg,True,615
GTA5,Sarmadı,True,163686
GTA5,i like,True,344
GTA5,GOAT,True,2569
GTA5,yeeeee,True,5735
GTA5,0,True,2782
GTA5,Zmiaka,True,16144
GTA5,i love,True,8110
GTA5,gg,True,2613
GTA5,YES,True,12824
GTA5,GIDDY,True,9954
GTA5,PEAK!,True,5254
GTA5,DCFGVHJK,True,557
GTA5,godd,True,3197
GTA5,LAJI,False,3521
GTA5,i like,True,10365
GTA5,bro ts peak,True,2630
GTA5,AWSOME!,True,1859
GTA5,GOOD,True,1358
GTA5,yes,True,3410
GTA5,GOOD,True,977
GTA5,yippee,True,5054
GTA5,franklin,True,1626
GTA5,YHTFHK.YJB,False,15249
GTA5,bad,False,21512
GTA5,liked,True,283
GTA5,GOATED,True,31283
GTA5,Yes,True,2800
GTA5,Like,True,330
GTA5,Best,True,443
GTA5,super,True,3744
GTA5,MID. /s,True,26331
GTA5,fhodi a7bkm,True,8220
GTA5,super,True,998
GTA5,INSANE,False,14042
GTA5,GREAT!,True,4697
GTA5,GOOOD,True,15811
GTA5,SZTOS,True,2708
GTA5,i want crossplay,False,2588
GTA5,yes,True,1075
GTA5,no,True,6199
GTA5,yes,True,374
GTA5,yes,True,628
GTA5,AWESOME,True,46730
GTA5,yees,True,3069
GTA5,BOOBS,True,3313
GTA5,NICE,True,4106
GTA5,lol\,True,780
GTA5,i like gta 5,True,2291
GTA5,PERFECT,True,16626
GTA5,AQAEg,True,6826
GTA5,yes,True,2428
GTA5,JTFRTYTYD,True,1257
GTA5,WWWW,True,1993
GTA5,peak.,True,1070
GTA5,fire,True,38062
GTA5,QWERTGH,True,624
GTA5,нет,True,890
GTA5,ADSADS,True,6759
GTA5,yes bro,True,1492
GTA5,made me,True,3041
GTA5,yo,True,1613
GTA5,peak,True,2246
GTA5,ok,True,70675
GTA5,yes,True,733
GTA5,"sa


s

sa
as
d
wea",True,4125
GTA5,fu,True,1121
GTA5,damn,True,1136
GTA5,PEAK,True,745
GTA5,yes,True,2265
GTA5,yes,True,2872
GTA5,betfol,True,44379
GTA5,FUNNNNNNN,True,37059
GTA5,ggs,True,214
GTA5,peak,True,4712
GTA5,lol,True,5898
GTA5,lol,True,83934
GTA5,bob,True,553
GTA5,pogs,True,287
GTA5,bagus,True,3042
GTA5,gtav,True,3898
GTA5,pol,True,4962
GTA5,uib,True,37887
GTA5,like,True,12314
GTA5,meow,True,12796
GTA5,idk,True,1184
GTA5,Nuff Said,True,316
GTA5,mm,True,7828
GTA5,ENFUSCNH,True,4099
GTA5,lol,True,1912
GTA5,the beshhh,True,18922
GTA5,yes,True,19501
GTA5,w,True,844
GTA5,yes,True,19305
GTA5,yes,True,1279
GTA5,fuh ts,False,288
GTA5,YES,True,25506
GTA5,ASS,False,2811
GTA5,ok,True,2881
GTA5,apple,True,12590
GTA5,<3,True,2071
GTA5,Its kewl,True,10066
GTA5,peak,True,5995
GTA5,G.O.A.T,True,1952
GTA5,قثفثققغقفغق,True,6744
GTA5,YEEEHAWWWWW,True,627
GTA5,yes,True,5115
GTA5,BEUTIFUL,True,752
GTA5,WWWWWWWWWEW,True,110988
GTA5,егор,True,8212
GTA5,hell yeah,True,2171
GTA5,no,False,1553
GTA5,yeah,True,27481
GTA5,idk ngl fivem,True,3235
GTA5,nooooo,True,5652
GTA5,<3,True,2189
GTA5,گه گیر,True,312
GTA5,Yes,True,61130
GTA5,Evill,True,6673
GTA5,ariu,True,10976
GTA5,aaa,True,1224
GTA5,yes,True,418
GTA5,fire af,True,6104
GTA5,gta 5,True,969
GTA5,car,True,7247
GTA5,davey,True,5606
GTA5,808y8,True,1433
GTA5,10ksjaqbqhcbvxfSW   SFQEU,True,43439
GTA5,legend,True,3329
GTA5,TOP,True,21288
GTA5,gg,True,10444
GTA5,yep,True,1465
GTA5,wdadawdad,True,4563
GTA5,FUN,True,10024
GTA5,FUN,True,716
GTA5,yyyyyyyyes,True,414
GTA5,FUN,True,986
GTA5,TUF,True,3905
GTA5,yes,True,160
GTA5,yes,True,42423
GTA5,L,True,1266
GTA5,e3e ree,True,1742
GTA5,peak,True,2483
GTA5,peak,True,9815
GTA5,WWW,True,15106
GTA5,gta,True,359
GTA5,صشيشي,True,27650
GTA5,HUsh,True,823
GTA5,♥♥♥♥,False,15940
GTA5,.,True,18169
GTA5,sweet,True,5476
GTA5,fivem,True,2562
GTA5,gta v,True,695
GTA5,Ok,True,51407
GTA5,sad,True,4694
GTA5,<3,True,17375
GTA5,huppy,True,2554
GTA5,NO!,True,18957
GTA5,hue,True,14858
GTA5,bagus,True,367
GTA5,deeznutss,True,21
GTA5,no,False,86079
GTA5,Mid tbh,True,6318
GTA5,gogogooggoggo,True,599
GTA5,eye5ye5,True,99156
GTA5,wda,True,33201
GTA5,nyc,True,4999
GTA5,wow,True,271
GTA5,tygytgytgvb,True,2423
GTA5,drugs,True,14059
GTA5,GG,True,56246
GTA5,[p[p=-p,True,174
GTA5,cdcdcc,True,5628
GTA5,NA,True,1173
GTA5,didy hi,True,456
GTA5,yummy,True,1375
GTA5,♥♥♥♥,False,19792
GTA5,hi,True,34571
GTA5,pew pew,True,9309
GTA5,👌,True,8544
GTA5,gg,True,12605
GTA5,hui,True,234
GTA5,LA,True,4284
GTA5,EW,True,1797
GTA5,"jk,iklo",True,1357
GTA5,yeah,True,18094
GTA5,♥♥♥♥♥♥♥,False,492
GTA5,<3,True,5062
GTA5,Okkhheee,True,49896
GTA5,♥♥♥♥,False,1412
GTA5,meh,True,12638
GTA5,meh,True,59403
GTA5,yea,True,6087
GTA5,hell,True,34375
GTA5,gcf,True,36318
GTA5,FUNNNNNNNNNNNNN,True,993
GTA5,zdgred,True,192
GTA5,HH,True,1638
GTA5,WOWOWOWOWOWOWOWO,True,245
GTA5,nb,True,1300
GTA5,ada,True,1353
GTA5,hii,True,821
